gene	reference	direction	firstBase	lastBase
gene_3704	NC_000962.3	+	4070517	4071236
gene_3705	NC_000962.3	+	4071240	4071576
gene_3706	NC_000962.3	+	4071793	4072666
galE1	NC_000962.3	-	4072669	4073605
gene_3708	NC_000962.3	+	4073641	4075402
gene_3709	NC_000962.3	+	4075754	4076980
gene_3710	NC_000962.3	+	4076988	4077728
gene_3711	NC_000962.3	-	4077892	4078441
gene_3712	NC_000962.3	-	4078525	4079746
fic	NC_000962.3	-	4079933	4080552
gene_3714	NC_000962.3	-	4080579	4080762
gene_3715	NC_000962.3	+	4081165	4081348
thrU	NC_000962.3	-	4081369	4081432
gene_3717	NC_000962.3	-	4081518	4082719
gene_3718	NC_000962.3	+	4082811	4084450
topA	NC_000962.3	-	4084454	4087254
gene_3720	NC_000962.3	-	4087609	4088179
cspA	NC_000962.3	-	4088335	4088529
gene_3722	NC_000962.3	+	4088785	4091091
PE33	NC_000962.3	+	4091238	4091508
gene_3724	NC_000962.3	+	4091848	4092874
PE_PGRS60	NC_000962.3	+	4093635	4093940
PE_PGRS61	NC_000962.3	+	4093941	4094527
gene_3727	NC_000962.3	-	4094662	4094975
gene_3728	NC_000962.3	-	4094930	4095298
gene_3729	NC_000962.3	-	4095328	4095523
gene_3730	NC_000962.3	-	4095541	4096107
gene_3731	NC_000962.3	-	4096143	4096938
gene_3732	NC_000962.3	-	4096941	4097988
gene_3733	NC_000962.3	-	4098099	4099144
B11	NC_000962.3	-	4099394	4099470
gene_3735	NC_000962.3	+	4099652	4100505
MTS2823	NC_000962.3	+	4100677	4100965
gene_3737	NC_000962.3	-	4101264	4102035
dppD	NC_000962.3	-	4102034	4103669
dppC	NC_000962.3	-	4103681	4104468
dppB	NC_000962.3	-	4104531	4105450
dppA	NC_000962.3	-	4105465	4107081
acs	NC_000962.3	+	4107795	4109746
gene_3743	NC_000962.3	-	4109791	4110478
gene_3744	NC_000962.3	+	4110829	4111343
ephE	NC_000962.3	+	4111346	4112329
gene_3746	NC_000962.3	-	4112324	4113513
gene_3747	NC_000962.3	-	4113527	4114341
gene_3748	NC_000962.3	-	4114482	4115154
nth	NC_000962.3	-	4115156	4115891
gene_3750	NC_000962.3	+	4116006	4116379
crp	NC_000962.3	+	4116483	4117148
gene_3752	NC_000962.3	-	4117266	4118046
gene_3753	NC_000962.3	-	4118065	4118508
gene_3754	NC_000962.3	-	4118537	4118685
gene_3755	NC_000962.3	+	4118779	4119791
gene_3756	NC_000962.3	+	4119796	4120950
whiB4	NC_000962.3	-	4121206	4121547
ponA2	NC_000962.3	+	4121915	4124345
gene_3759	NC_000962.3	+	4124417	4125375
gene_3760	NC_000962.3	+	4125442	4126476
proY	NC_000962.3	+	4126545	4126613
cyp137	NC_000962.3	-	4127299	4128722
gene_3763	NC_000962.3	-	4128756	4129079
rsfB	NC_000962.3	-	4129322	4129685
gene_3765	NC_000962.3	-	4129892	4130355
gene_3766	NC_000962.3	+	4130358	4131709
gene_3767	NC_000962.3	+	4131742	4132384
gene_3768	NC_000962.3	+	4132525	4133516
moxR2	NC_000962.3	+	4133521	4134591
gene_3770	NC_000962.3	+	4134734	4136040
gene_3771	NC_000962.3	-	4136124	4137112
gene_3772	NC_000962.3	+	4137212	4138134
glpK	NC_000962.3	-	4138205	4139751
vapC48	NC_000962.3	-	4139810	4140240
vapB48	NC_000962.3	-	4140241	4140459
gene_3776	NC_000962.3	+	4140500	4142018
gene_3777	NC_000962.3	+	4142052	4142739
egtE	NC_000962.3	-	4142756	4143920
egtD	NC_000962.3	-	4143955	4144915
egtC	NC_000962.3	-	4144920	4145607
etgB	NC_000962.3	-	4145622	4146888
gshA	NC_000962.3	-	4146895	4148186
gene_3783	NC_000962.3	-	4148324	4148962
gene_3784	NC_000962.3	-	4149094	4149475
gene_3785	NC_000962.3	-	4149595	4149905
gene_3786	NC_000962.3	-	4150031	4151037
asd	NC_000962.3	-	4151181	4152211
ask	NC_000962.3	-	4152222	4153475
leuA	NC_000962.3	+	4153740	4155671
dnaQ	NC_000962.3	-	4155743	4156721
gene_3791	NC_000962.3	+	4156980	4158216
cobQ2	NC_000962.3	+	4158234	4158922
gene_3793	NC_000962.3	-	4158938	4159815
recR	NC_000962.3	-	4159895	4160499
gene_3795	NC_000962.3	-	4160518	4160913
gene_3796	NC_000962.3	+	4161052	4161769
gene_3797	NC_000962.3	-	4161821	4162249
gene_3798	NC_000962.3	+	4162308	4163716
gene_3799	NC_000962.3	+	4163736	4164990
dnaZX	NC_000962.3	-	4164998	4166723
gene_3801	NC_000962.3	-	4166825	4168124
C8	NC_000962.3	-	4168162	4168277
serV	NC_000962.3	+	4168353	4168429
gene_3804	NC_000962.3	+	4168540	4169299
gene_3805	NC_000962.3	+	4170215	4171142
gene_3806	NC_000962.3	+	4171428	4172610
gene_3807	NC_000962.3	+	4172954	4174763
gene_3808	NC_000962.3	+	4174876	4178067
gene_3809	NC_000962.3	+	4178292	4180608
gene_3810	NC_000962.3	-	4180688	4181714
ligC	NC_000962.3	+	4181758	4182834
gene_3812	NC_000962.3	+	4182933	4183984
gene_3813	NC_000962.3	-	4184016	4184512
tgs2	NC_000962.3	-	4184532	4185884
gene_3815	NC_000962.3	+	4186096	4186571
gene_3816	NC_000962.3	+	4186642	4187690
gene_3817	NC_000962.3	+	4187702	4189287
PPE66	NC_000962.3	-	4189290	4190227
PPE67	NC_000962.3	-	4190285	4190510
gene_3820	NC_000962.3	-	4190839	4192170
gene_3821	NC_000962.3	-	4192184	4192845
gene_3822	NC_000962.3	-	4192857	4193239
ctpJ	NC_000962.3	-	4193392	4195371
nmtR	NC_000962.3	+	4195447	4195796
gene_3825	NC_000962.3	-	4195894	4196096
PE34	NC_000962.3	-	4196173	4196506
gene_3827	NC_000962.3	+	4196732	4197107
gene_3828	NC_000962.3	+	4197237	4197594
gene_3829	NC_000962.3	-	4197628	4198131
gene_3830	NC_000962.3	-	4198208	4198593
serX	NC_000962.3	-	4199138	4199217
gene_3832	NC_000962.3	-	4199252	4199698
gene_3833	NC_000962.3	-	4199723	4200220
tyrA	NC_000962.3	+	4200424	4201323
gene_3835	NC_000962.3	-	4201293	4201882
proZ	NC_000962.3	-	4201896	4202612
proW	NC_000962.3	-	4202610	4203298
proV	NC_000962.3	-	4203286	4204409
proX	NC_000962.3	-	4204429	4205368
gene_3840	NC_000962.3	+	4205541	4205834
fadE36	NC_000962.3	-	4205862	4206912
gene_3842	NC_000962.3	-	4206999	4208867
lpqH	NC_000962.3	+	4209053	4209517
tcrY	NC_000962.3	-	4209588	4211008
tcrX	NC_000962.3	-	4211082	4211782
gene_3846	NC_000962.3	+	4212292	4212977
gene_3847	NC_000962.3	-	4212995	4213936
gene_3848	NC_000962.3	+	4214078	4214429
gene_3849	NC_000962.3	+	4214618	4214881
gene_3850	NC_000962.3	-	4215203	4215773
gene_3851	NC_000962.3	-	4216409	4216721
argU	NC_000962.3	-	4216868	4216928
serT	NC_000962.3	-	4216974	4217054
hisC2	NC_000962.3	+	4217137	4218193
gene_3855	NC_000962.3	-	4218241	4218824
echA21	NC_000962.3	+	4218856	4219665
lipE	NC_000962.3	+	4219693	4220923
gene_3858	NC_000962.3	+	4221089	4222639
serU	NC_000962.3	-	4222588	4222667
gene_3860	NC_000962.3	+	4222694	4223674
gene_3861	NC_000962.3	-	4223701	4224890
gene_3862	NC_000962.3	+	4224985	4226980
gene_3863	NC_000962.3	+	4226991	4227517
rfbE	NC_000962.3	+	4227528	4228341
glfT1	NC_000962.3	+	4228351	4229252
rfbD	NC_000962.3	+	4229264	4230094
gene_3867	NC_000962.3	+	4230264	4231236
gene_3868	NC_000962.3	+	4231325	4232384
gene_3869	NC_000962.3	-	4232380	4233595
gene_3870	NC_000962.3	-	4233610	4234535
gene_3871	NC_000962.3	+	4234781	4235262
gene_3872	NC_000962.3	+	4235382	4235736
dprE1	NC_000962.3	+	4235785	4237155
dprE2	NC_000962.3	+	4237171	4237925
aftA	NC_000962.3	+	4237941	4239855
embC	NC_000962.3	+	4239863	4243140
embA	NC_000962.3	+	4243234	4246514
embB	NC_000962.3	+	4246518	4249803
gene_3879	NC_000962.3	+	4249882	4251004
fadE35	NC_000962.3	+	4251092	4252862
gene_3881	NC_000962.3	+	4252992	4254318
accD4	NC_000962.3	-	4254388	4255939
pks13	NC_000962.3	-	4255944	4261140
fadD32	NC_000962.3	-	4261157	4263066
gene_3885	NC_000962.3	-	4263363	4264364
fbpD	NC_000962.3	-	4264563	4265460
fbpA	NC_000962.3	-	4265641	4266655
aftB	NC_000962.3	-	4266956	4268830
ubiA	NC_000962.3	-	4268930	4269830
gene_3890	NC_000962.3	-	4269839	4270331
glfT2	NC_000962.3	-	4270370	4272271
glf	NC_000962.3	-	4272281	4273466
pirG	NC_000962.3	+	4273747	4274584
gene_3894	NC_000962.3	+	4274797	4276410
PE_PGRS62	NC_000962.3	+	4276577	4278077
gene_3896	NC_000962.3	-	4278395	4279211
gene_3897	NC_000962.3	-	4279229	4280014
gene_3898	NC_000962.3	-	4280037	4280784
gene_3899	NC_000962.3	-	4280795	4281565
gene_3900	NC_000962.3	+	4281646	4282401
gene_3901	NC_000962.3	+	4282452	4283994
gene_3902	NC_000962.3	+	4283999	4284323
papA2	NC_000962.3	-	4284426	4285825
gene_3904	NC_000962.3	+	4285976	4286685
gene_3905	NC_000962.3	+	4286729	4287927
mmpL8	NC_000962.3	-	4288266	4291521
papA1	NC_000962.3	-	4291643	4293166
pks2	NC_000962.3	-	4293226	4299602
fadD23	NC_000962.3	+	4299820	4301557
gene_3910	NC_000962.3	-	4301568	4302782
gene_3911	NC_000962.3	-	4302787	4303397
gene_3912	NC_000962.3	-	4303402	4305000
gene_3913	NC_000962.3	-	4305061	4305685
gene_3914	NC_000962.3	+	4305761	4306231
gene_3915	NC_000962.3	-	4306240	4306806
gene_3916	NC_000962.3	+	4306866	4307657
serS	NC_000962.3	-	4307658	4308906
gene_3918	NC_000962.3	+	4309053	4310391
gene_3919	NC_000962.3	+	4310406	4310805
gene_3920	NC_000962.3	-	4311015	4311704
pheA	NC_000962.3	-	4311704	4312667
gene_3922	NC_000962.3	+	4312767	4313541
gene_3923	NC_000962.3	+	4313575	4313979
bfrB	NC_000962.3	+	4314179	4314722
glpQ1	NC_000962.3	-	4314746	4315557
gene_3926	NC_000962.3	-	4315572	4316587
MTS2975	NC_000962.3	+	4317081	4317159
gene_3928	NC_000962.3	+	3753764	3754251
gene_3929	NC_000962.3	+	4319286	4319637
sodA	NC_000962.3	+	4320712	4321321
gene_3931	NC_000962.3	+	4321538	4322068
gene_3932	NC_000962.3	+	4322333	4323232
espR	NC_000962.3	+	4323498	4323891
gene_3934	NC_000962.3	+	4324014	4324668
gene_3935	NC_000962.3	+	4324684	4324964
hns	NC_000962.3	+	4325077	4325477
rraA	NC_000962.3	+	4325497	4325959
ethA	NC_000962.3	-	4326006	4327466
ethR	NC_000962.3	+	4327550	4328198
gene_3940	NC_000962.3	-	4328405	4329403
gene_3941	NC_000962.3	-	4329416	4329609
gltD	NC_000962.3	-	4330047	4331504
gltB	NC_000962.3	-	4331501	4336080
gene_3944	NC_000962.3	+	4336781	4337944
gene_3945	NC_000962.3	+	4337953	4338267
whiB6	NC_000962.3	-	4338178	4338515
gene_3947	NC_000962.3	+	4338849	4340027
espE	NC_000962.3	+	4340277	4341476
espF	NC_000962.3	+	4341574	4341875
espG1	NC_000962.3	+	4341883	4342726
espH	NC_000962.3	+	4342773	4343317
eccA1	NC_000962.3	+	4343316	4345028
eccB1	NC_000962.3	+	4345042	4346478
eccCa1	NC_000962.3	+	4346482	4348719
eccCb1	NC_000962.3	+	4348832	4350601
PE35	NC_000962.3	+	4350744	4351043
PPE68	NC_000962.3	+	4351082	4352179
esxB	NC_000962.3	+	4352280	4352574
esxA	NC_000962.3	+	4352617	4352887
espI	NC_000962.3	+	4353011	4355009
eccD1	NC_000962.3	+	4355009	4356534
espJ	NC_000962.3	+	4356697	4357527
espK	NC_000962.3	-	4357593	4359782
espL	NC_000962.3	-	4360200	4360542
espB	NC_000962.3	-	4360549	4361920
eccE1	NC_000962.3	-	4362035	4363416
mycP1	NC_000962.3	-	4363420	4364749
eccA2	NC_000962.3	-	4364979	4366834
eccE2	NC_000962.3	-	4366909	4368516
mycP2	NC_000962.3	-	4368520	4370164
eccD2	NC_000962.3	-	4370160	4371677
gene_3972	NC_000962.3	-	4371684	4372698
espG2	NC_000962.3	-	4372807	4373626
esxC	NC_000962.3	-	4373726	4374007
esxD	NC_000962.3	-	4374053	4374365
PPE69	NC_000962.3	-	4374489	4375679
PE36	NC_000962.3	-	4375762	4375990
eccC2	NC_000962.3	-	4376268	4380450
eccB2	NC_000962.3	-	4380455	4381934
gene_3980	NC_000962.3	-	4381942	4382848
gene_3981	NC_000962.3	-	4383011	4383633
gene_3982	NC_000962.3	-	4383660	4383976
gene_3983	NC_000962.3	-	4384146	4385377
gene_3984	NC_000962.3	-	4385375	4386301
gene_3985	NC_000962.3	-	4386372	4386808
gene_3986	NC_000962.3	-	4387372	4387894
gene_3987	NC_000962.3	-	4387895	4390423
esxE	NC_000962.3	-	4390443	4390704
esxF	NC_000962.3	-	4390721	4391022
gene_3990	NC_000962.3	-	4391098	4391604
pcnA	NC_000962.3	-	4391630	4393066
mutT4	NC_000962.3	+	4393456	4394191
gene_3993	NC_000962.3	+	4394191	4396594
gene_3994	NC_000962.3	+	4396602	4400145
sigM	NC_000962.3	+	4400193	4400850
gene_3996	NC_000962.3	+	4400878	4401625
trxB2	NC_000962.3	+	4401732	4402728
trxC	NC_000962.3	+	4402739	4403074
gene_3999	NC_000962.3	+	4403191	4404403
gene_4000	NC_000962.3	-	4404439	4405166
parB	NC_000962.3	-	4405462	4406487
parA	NC_000962.3	-	4406488	4407523
gidB	NC_000962.3	-	4407530	4408198
gene_4004	NC_000962.3	-	4408340	4408894
gene_4005	NC_000962.3	-	4408969	4410068
gene_4006	NC_000962.3	-	4410053	4410406
rnpA	NC_000962.3	-	4410413	4410786
rpmH	NC_000962.3	-	4410788	4410920
